Ticker,Cluster,Sector,Avg_Return,Volatility
RCL,1,"Hotels, Resorts & Cruise Lines",0.004194594537199986,0.022982684012116693
REG,4,Retail REITs,0.0005349768325014364,0.014625294686795675
REGN,0,Biotechnology,0.0009117826010067203,0.015187429622995031
RF,1,Regional Banks,4.289588917874821e-05,0.022801209184190322
RJF,1,Investment Banking & Brokerage,0.0004228305899098861,0.017666731649604476
RL,0,"Apparel, Accessories & Luxury Goods",0.001366234076237919,0.017282997145110397
RMD,0,Health Care Equipment,-0.0005279472659075187,0.020393564738008314
ROK,0,Electrical Components & Equipment,0.0009061618441163463,0.017085699286776595
ROL,0,Environmental & Facilities Services,0.0008755116940741063,0.014353478537181871
ROP,0,Electronic Equipment & Instruments,0.0009837096015341636,0.009808226276350513
ROST,0,Apparel Retail,0.0008483557123140383,0.01320656832960698
RSG,0,Environmental & Facilities Services,0.0011014187726059257,0.00991496601409096
RTX,0,Aerospace & Defense,-0.0005075737917117784,0.015031023472551952
RVTY,0,Health Care Equipment,-0.0008028743690886571,0.020463948476900477
SBAC,4,Telecom Tower REITs,-0.00018114358667165175,0.019023026470208634
SBUX,0,Restaurants,-1.1912737348256883e-05,0.01426380480979254
SCHW,1,Investment Banking & Brokerage,-0.00027944905925459377,0.02655394135347097
SHW,0,Specialty Chemicals,0.0012293656050126954,0.01584403323273819
SJM,0,Packaged Foods & Meats,-0.0007247011535801946,0.012260588690422718
SLB,3,Oil & Gas Equipment & Services,0.0003410638188413263,0.02112356982065381
SMCI,2,"Technology Hardware, Storage & Peripherals",0.006010531717763299,0.04732954058012808
SNA,0,Industrial Machinery & Supplies & Components,0.0011217023633912093,0.013608404640163366
SNPS,2,Application Software,0.0020636163397514482,0.017303895061636185
SO,4,Electric Utilities,0.00013080802622852459,0.011884984458937745
SPG,4,Retail REITs,0.001154744495092994,0.015916924644805815
SPGI,0,Financial Exchanges & Data,0.0012330981143964053,0.01387153406225371
SRE,4,Multi-Utilities,9.467413540840567e-05,0.012289924359314568
STE,0,Health Care Equipment,0.000861100716868521,0.01680495640969648
STLD,0,Steel,0.0012043892839874262,0.023422919793327272
STT,1,Asset Management & Custody Banks,0.00028680342478971493,0.019305465549196422
STX,2,"Technology Hardware, Storage & Peripherals",0.002416766238726542,0.022334312786777718
STZ,0,Distillers & Vintners,0.0003858485367463777,0.01300965586677794
SWK,1,Industrial Machinery & Supplies & Components,0.0013972622965130871,0.021664942627479495
SWKS,2,Semiconductors,0.0011666816369688723,0.019793214833883944
SYF,1,Consumer Finance,0.0009982648516819943,0.02083688302634009
SYK,0,Health Care Equipment,0.0009402136714941867,0.014768160422850883
SYY,0,Food Distributors,1.9248635082878565e-05,0.011325162722125446
T,0,Integrated Telecommunication Services,-3.74117548741214e-05,0.017027038066423833
TAP,0,Brewers,0.0010703119075034769,0.014228582797259566
TDG,0,Aerospace & Defense,0.0021760012083754184,0.014219852825982442
TDY,0,Electronic Equipment & Instruments,0.0005137065978515314,0.01277173728958474
TECH,0,Life Sciences Tools & Services,-5.326043661370512e-05,0.020045888860592682
TEL,0,Electronic Manufacturing Services,0.000978302606908809,0.013379992792640688
TER,2,Semiconductor Materials & Equipment,0.0011598994226398973,0.02034166668536521
TFC,1,Diversified Banks,-4.7385091391001606e-05,0.026947070990946422
TGT,0,Consumer Staples Merchandise Retail,5.82267998544006e-05,0.019578203770766845
TJX,0,Apparel Retail,0.0008026403267154908,0.010090306777150284
TKO,0,Movies & Entertainment,0.0011594952875586815,0.02452273972101262
TMO,0,Life Sciences Tools & Services,-5.291029601755401e-05,0.014321133939058515
TMUS,0,Wireless Telecommunication Services,0.000660312548255433,0.01187132256258963
TPL,3,Oil & Gas Exploration & Production,-0.0008910732822992067,0.022106488869559567
TPR,0,"Apparel, Accessories & Luxury Goods",0.00015759275571870874,0.021251407084654044
TRGP,0,Oil & Gas Storage & Transportation,0.0010490466619691445,0.01579126707966118
TRMB,1,Electronic Equipment & Instruments,0.0003942559368118309,0.01952521468205364
TROW,1,Asset Management & Custody Banks,0.0002943172298583356,0.018258951614598912
TRV,0,Property & Casualty Insurance,0.00024860364443303245,0.01314198680711359
TSCO,0,Other Specialty Retail,2.443798765621014e-05,0.015244754728998462
TSLA,1,Automobile Manufacturers,0.0038927225862472998,0.033165610345569016
TSN,0,Packaged Foods & Meats,-0.000369406191485611,0.017527661880453044
TT,0,Building Products,0.0016194243353405196,0.016948717864810572
TTWO,2,Interactive Home Entertainment,0.0019497646249294882,0.018064454156628253
TXN,2,Semiconductors,0.0004124144166219899,0.015122417993751299
TXT,0,Aerospace & Defense,0.000655156091543957,0.014883082492206882
TYL,2,Application Software,0.0012258343427845079,0.01697095524859568
UAL,1,Passenger Airlines,0.0006770539839819708,0.02291838451339952
UBER,1,Passenger Ground Transportation,0.003825135458696404,0.022795460429632094
UDR,4,Multi-Family Residential REITs,0.0002556232479908632,0.01538170745762163
UHS,0,Health Care Facilities,0.0004222860474121545,0.01614309302720275
ULTA,0,Other Specialty Retail,0.00030996263790960876,0.017614457656799882
UNH,0,Managed Health Care,0.00020821096964213995,0.013296050059396308
UNP,0,Rail Transportation,0.0008879292523976852,0.01515479186266747
UPS,0,Air Freight & Logistics,-0.00017095183699320182,0.0146886493978334
URI,0,Trading Companies & Distributors,0.002252129935379366,0.024053644770367165
USB,1,Diversified Banks,0.00041559733358112905,0.02536730036094671
V,0,Transaction & Payment Processing Services,0.0009934864542260541,0.00981640508730091
VICI,4,Hotel & Resort REITs,0.0002966332513842536,0.01218479998782028
VLO,3,Oil & Gas Refining & Marketing,0.0006585911372898827,0.02042498642927563
VLTO,0,Environmental & Facilities Services,0.0002816743614763283,0.010355205277431464
VMC,0,Construction Materials,0.0011621141078466892,0.014672907900674095
VRSK,0,Research & Consulting Services,0.001299717387791581,0.01256304756214939
VRSN,0,Internet Services & Infrastructure,0.00015134607733203746,0.011964880892036284
VRTX,0,Biotechnology,0.001538403405026158,0.01579966770208823
VST,0,Electric Utilities,0.0024817007609146697,0.01851394805098444
VTR,4,Health Care REITs,0.0006725606371486147,0.016582707326070163
VTRS,0,Pharmaceuticals,0.00011746427317311328,0.015839724588240848
VZ,0,Integrated Telecommunication Services,0.00013844626187363792,0.014467712778753979
WAB,0,Construction Machinery & Heavy Transportation Equipment,0.0010814443528617478,0.01334436686788401
WAT,0,Life Sciences Tools & Services,-1.6336614338223414e-05,0.01890295760344355
WBA,0,Drug Retail,-0.0009172226749969176,0.021158686140103595
WBD,1,Broadcasting,0.0012996038356342216,0.034243707159036525
WDAY,2,Application Software,0.0021620384940400344,0.020003709462040952
WDC,2,"Technology Hardware, Storage & Peripherals",0.0023395374901175386,0.024072084827665097
WEC,4,Electric Utilities,-0.00022906306804274136,0.012626121487095323
WELL,4,Health Care REITs,0.001434368735143377,0.015253507148338025
WFC,1,Diversified Banks,0.0009334514297714669,0.01746262217169738
WM,0,Environmental & Facilities Services,0.0006526785618865978,0.01039630281334045
WMB,0,Oil & Gas Storage & Transportation,0.0006139637203087242,0.011942148529539778
WMT,0,Consumer Staples Merchandise Retail,0.0004847920149369083,0.009843555834966173
WRB,0,Property & Casualty Insurance,0.0001057725168977274,0.013854326191476668
WSM,1,Homefurnishing Retail,0.002667209098070063,0.023492269991731925
WST,0,Health Care Supplies,0.0018104402487683021,0.018379674652881456
WTW,0,Insurance Brokers,0.00010433209957005115,0.014884064272993887
WY,4,Timber REITs,0.0007966016541257178,0.015056297693884864
WYNN,1,Casinos & Gaming,0.0004654015733706297,0.019214162391874373
XEL,4,Multi-Utilities,-0.0002852217476108533,0.012427766073665846
XOM,3,Integrated Oil & Gas,2.9474099933134162e-06,0.01567694705060544
XYL,0,Industrial Machinery & Supplies & Components,0.0002887236950010298,0.014692040882288227
YUM,0,Restaurants,0.0002418648475876836,0.010173373365087456
ZBH,0,Health Care Equipment,-6.517839987018578e-05,0.012949012539461582
ZBRA,1,Electronic Equipment & Instruments,0.000540804694086027,0.025948165198425806
ZTS,0,Pharmaceuticals,0.001347417996048492,0.015765930025309415
